@RELATION subjective_occupancy_prediction
@ATTRIBUTE userId STRING
@ATTRIBUTE transportType {METRO,TRAIN}
@ATTRIBUTE timestamp NUMERIC
@ATTRIBUTE dayOfWeek {1,2,3,4,5,6,7}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE isWeekend {0,1}
@ATTRIBUTE isRushHour {0,1}
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC
@ATTRIBUTE bluetoothCount NUMERIC
@ATTRIBUTE bt_signal_1 NUMERIC
@ATTRIBUTE bt_signal_2 NUMERIC
@ATTRIBUTE bt_signal_3 NUMERIC
@ATTRIBUTE bt_signal_4 NUMERIC
@ATTRIBUTE bt_signal_5 NUMERIC
@ATTRIBUTE wifiCount NUMERIC
@ATTRIBUTE wf_signal_1 NUMERIC
@ATTRIBUTE wf_signal_2 NUMERIC
@ATTRIBUTE wf_signal_3 NUMERIC
@ATTRIBUTE wf_signal_4 NUMERIC
@ATTRIBUTE wf_signal_5 NUMERIC
@ATTRIBUTE latencyAvg NUMERIC
@ATTRIBUTE latencyStdDev NUMERIC
@ATTRIBUTE packetLoss NUMERIC
@ATTRIBUTE rsrp NUMERIC
@ATTRIBUTE rssnr NUMERIC
@ATTRIBUTE rsrq NUMERIC
@ATTRIBUTE subjectiveRating {1,2,3,4,5}

@DATA
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779300931240,3,19,0,1,38.7866497,-9.100848,121,-52,-52,-53,-56,-56,24,-50,-79,-79,-79,-80,50.3,6.801764476957431,0.0,-95,8,-9,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779300963735,3,19,0,1,38.7935336,-9.1003597,122,-47,-53,-54,-55,-56,24,-59,-79,-79,-79,-80,78.44000000000001,18.017280593918716,0.0,-110,13,-10,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779300996567,3,19,0,1,38.7908712,-9.1087832,0,?,?,?,?,?,24,-74,-79,-79,-79,-80,144.73999999999998,116.15122212013097,0.0,-110,13,-10,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301041918,3,19,0,1,38.7898986,-9.1046342,0,?,?,?,?,?,0,-74,-79,-79,-79,-80,255.64000000000001,295.32039956630155,0.0,-112,-1,-14,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301073535,3,19,0,1,38.7971345,-9.0991849,122,-38,-50,-51,-55,-56,24,-74,-79,-79,-79,-80,40.64,19.82448990516528,0.0,-96,1,-12,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301105923,3,19,0,1,38.8009832,-9.0977683,105,-34,-51,-54,-54,-56,26,-74,-79,-79,-79,-80,57.96,68.55195402029032,0.0,-103,5,-14,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301138237,3,19,0,1,38.8057542,-9.0953552,106,-34,-53,-54,-55,-55,0,-74,-79,-79,-79,-80,48.42,31.352409795739785,0.0,-98,14,-8,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301189653,3,19,0,1,38.8068556,-9.0947247,97,-43,-49,-52,-52,-53,28,-74,-79,-79,-79,-80,86.3,87.30335617832797,0.0,-87,17,-7,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301222126,3,19,0,1,38.8087059,-9.0938722,0,?,?,?,?,?,32,-64,-69,-74,-79,-79,80.38,67.03325741749389,0.0,-77,27,-9,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301254374,3,19,0,1,38.8149321,-9.0905895,103,-38,-50,-55,-56,-57,0,-64,-69,-74,-79,-79,48.559999999999995,17.814780380347102,0.0,-107,-2,-8,3
